ts,uid,src_ip,src_port,src_mac,dst_ip,dst_port,dst_mac,proto,session_state,up_linklength,up_applength,up_pkts,down_linklength,down_applength,down_pkts
1595272123,CCXgzR2bLuyrx2GwK5b9gf,10.1.199.5,45036,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1293,263,19,1800,1526,5
1595272123,CfQK6c10NwydHIXUO60tam9,10.1.196.27,51079,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,806,186,10,70,0,1
1595272098,C2h7qQcReaykBsjCP60rsq1,10.1.196.27,47241,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,804,184,10,70,0,1
1595272124,CWHFwH5RHP2bcSUiX1rfOea,10.1.196.27,52129,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,575,171,6,70,0,1
1595272122,CSWgoUX38ch1LpKFBgKs7zi,10.1.196.27,55760,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,559,155,6,70,0,1
1595272111,CTPWM1OkIGIdo4fsoGe4Twa,10.1.196.27,49130,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,571,167,6,70,0,1
1595272124,CwCV0XnXBNGekAIGsfJ5jii,10.1.196.27,33670,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272123,CV5Fl1UL2XujXd5usz1CqFb,10.1.196.27,59655,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,796,176,10,70,0,1
1595272111,C3coVNDXHvVkpWEvGqjse25,10.1.196.27,50929,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,795,659,2
1595272113,C2JynB52sUWe618Y0MJ00Xj,10.1.199.5,34616,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,918,266,12,1723,1449,5
1595272110,C3g6WB9vkIU2Vv9XftLDpw8,10.1.199.5,60255,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1112,406,13,24747,23609,21
1595272123,CmhylNQ1VmL7VgDY7UUvpLi,10.1.199.5,56924,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,2372,262,39,3681,3299,7
1595272108,CrCP7hrZTgSbwHIC61JtD6j,10.1.199.6,47974,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1352,322,19,3440,3004,8
1595272100,CHOyGbgoGw593tchBXbzyh6,10.1.199.6,33366,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,534,260,5,309,197,2
1595272113,CeqlY5VNQtKdYcdnuR5ncJj,10.1.199.6,49476,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2157,263,35,864,644,4
1595272106,CIDDlx80BjSdG1e9clBWdic,10.1.199.6,65207,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1509,911,11,20900,19924,18
1595272100,CQVNfiuLt6n3uaJvXddvG67,10.1.199.6,60666,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,651,323,6,692,580,2
1595271829,CMcbtyD7C01brgIGVhvYmz3,10.1.199.29,54662,74:ea:c8:28:14:01,192.168.255.185,80,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272111,CCibQxZNzJX2sUyCpngiGca,10.1.196.27,54809,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1506,1370,2
1595272117,CMuFGbQn6Vg7vpvVQJINsb2,10.1.196.1,51810,00:25:90:5b:8f:d5,10.1.5.50,80,3c:8c:40:4e:dd:46,http,4,426,148,5,361,137,4
1595272131,CLy1UlnJU2rlGMNyz2ZbMX,10.1.199.248,14087,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,804,368,8,247,81,3
1595272108,CstFhKgHmvmcvOvMXERqcrd,10.1.193.251,50643,00:22:46:34:8c:1d,10.1.191.253,1337,74:ea:c8:28:14:01,ssl,3,654,276,7,624,276,6
1595271809,CgV61D2m18cdHOFWUEiFkpe,61.153.249.186,42022,74:ea:c8:28:14:01,192.168.255.184,443,00:13:32:01:18:f6,https,1,198,0,3,0,0,0
1595272083,CkMEeXrcDJt62tQronCvgil,167.114.178.141,18138,74:ea:c8:28:14:01,10.1.193.21,443,e8:39:35:22:2d:fc,https,5,54,0,1,228,0,4
1595272133,CqegsBvKdmRl95VlOrC29o4,10.1.193.13,39790,74:ea:c8:28:14:01,10.1.195.13,1521,00:00:00:00:00:00,oracle,3,79,13,1,0,0,0
1595271817,Cp7yeomnAAqlJSTJ4j0Db7c,10.1.199.29,54259,74:ea:c8:28:14:01,192.168.255.185,80,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272122,CGMVQ18QhrtcHgELrba1292,121.10.254.33,64890,74:ea:c8:28:14:01,192.168.255.201,8010,00:23:7d:26:40:10,http,5,1034,752,5,870,696,3
1595272110,CaRKaBEkMSc57elt3u6kkt1,10.1.196.27,37723,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1470,1334,2
1595272100,CDzBtlz11R8kenSVoD5KL09,10.1.199.249,49799,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,751,477,5,692,580,2
1595272109,Cor7b5UBus3bCLot32goqAg,10.1.194.253,44693,00:00:00:00:00:00,10.1.191.253,1337,74:ea:c8:28:14:01,ssl,3,0,0,0,5344,2824,36
1595272110,CGkSz44lxvrZP5FuM8ZpX8,10.1.196.27,36981,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,987,851,2
1595272111,CDBo0q9f39QcOOJZ7uqF8D,10.1.196.27,59952,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,791,655,2
1595272123,C2lnBuUDIXRg8mHVSOB0GPc,10.1.199.248,18869,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1480,396,20,5662,5064,11
1595272110,CYIidyqCZUp4cYCUeq6Dsdl,10.1.196.27,46723,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1452,1316,2
1595272123,C9vjqKcYD0RiihkByZJmRPb,10.1.196.27,34887,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,686,174,8,847,711,2
1595272111,CY6Z95s4wvH9UNmhPhwlQXc,10.1.196.27,51330,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,160,24,2
1595272125,CcbXf32Ou186DSKcP45Cffe,10.1.196.27,59583,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,797,177,10,70,0,1
1595272124,CEtpe96IuaIgT08OFhYLD63,10.1.196.27,49625,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,570,166,6,70,0,1
1595272112,CFi6gqHCPvH77SuhQtLLkvk,10.1.199.6,59570,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,831,287,10,1499,1279,4
1595272101,CShSXAIApb6776TKQ7idOq6,10.1.199.6,42829,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,683,301,7,745,525,4
1595272102,CvrqZvxdLlxgbnGFmWJ2mnf,10.1.199.6,65144,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1255,387,16,5810,5320,9
1595272129,CV6PQBPOwSMcUBOCsTJBKTb,10.1.199.6,34042,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1148,334,15,1260,1148,2
1595272111,CgKQNRLRJLt28aUrl8DdvMk,10.1.198.253,47062,00:22:46:34:8c:1d,10.1.191.253,1337,74:ea:c8:28:14:01,ssl,3,3650,2000,25,3628,1808,26
1595272110,CLg1lu7uhAB4HCTvRj6trEg,10.1.196.27,38625,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,628,170,7,1313,1177,2
1595272123,C7VU7fu2bSn5NwPUFvAYy7l,10.1.199.5,41698,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1563,263,24,1971,1643,6
1595272117,CwMRhNhV4ht2JjIbVPcdC1a,10.1.199.248,42356,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,2161,213,36,756,644,2
1595272115,CBMsP1DZ6f3f5YtVmr1cZUg,10.1.199.249,61210,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,908,472,8,1428,1262,3
1595272124,CE3LB2e7MTFbrEWKDbGV2wl,10.1.196.27,50906,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,628,170,7,1277,1141,2
1595272110,CjEzGKH3lhP1mwWYxqX0ac9,10.1.196.27,33247,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1443,1307,2
1595272110,Cw3jNHGOjaI4SYWe6jSnw9d,10.1.196.27,39802,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,581,177,6,733,465,4
1595272104,CQuhFeXQg1e2jKwwNxlfN31,10.1.199.248,26924,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2111,325,33,98431,94647,70
1595272124,CMNcxxFEf7S4Eq3P7T3ZVw,10.1.196.27,34302,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271832,Cu4juMd856hjImfKG5U3Mgi,10.1.199.29,54824,74:ea:c8:28:14:01,192.168.255.185,80,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272123,Cni9OwjPrA93NJOt97FRkHe,10.1.196.27,49012,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,814,194,10,70,0,1
1595272123,C9ihv8wJvmr1kaw8wijHuhk,10.1.199.248,18835,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1480,396,20,5608,5064,10
1595272124,CN1c06FSmkheZMRLHXz89V1,123.183.224.29,43513,74:ea:c8:28:14:01,10.1.193.19,80,08:94:ef:1d:78:c3,http,5,194,0,3,74,0,1
1595272122,Cnozi8CcFmob19M3vN7YXd5,10.1.196.27,48586,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272103,C3dsoR90uQQjI3AjuruXsZ6,10.1.199.249,47594,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2166,326,34,98431,94647,70
1595272122,CPZ19Ao9hb6iPhEYTDGfdgb,10.1.196.27,55685,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1485,1349,2
1595272124,C9FPQXiRoFi6mOQ83rNJzJ2,10.1.196.27,49111,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,587,183,6,70,0,1
1595272123,CGMsVixcYQG6x76uVPCDWI6,10.1.199.5,56844,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1346,262,20,889,615,5
1595272113,CsY6lq85gOgjpsxFCrWCz7b,10.1.199.5,47034,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1019,259,14,1042,768,5
1595272100,CENtfr2CviN2HIHJ2owzs9k,10.1.199.6,34104,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,800,526,5,568,456,2
1595272125,Cr62sDv2QGSdeXnHyAUH9lj,10.1.199.6,43683,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,350,5,692,580,2
1595272115,Cjz1KyTVe6wibxY38c38y0g,10.1.199.6,18959,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,706,162,10,906,686,4
1595272131,CtQKvKRLPirj4sQR80WRjdb,10.1.199.6,37763,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1052,454,11,1074,854,4
1595271755,CbJBPhAqWKthOrZPjm5UWFf,10.1.199.6,34598,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,10140,1974,151,33470,30164,61
1595272080,CNtIkjQmdefcfi88u32twW9,10.1.199.6,64355,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,4910,3876,19,3834,3232,11
1595272100,C7YbuGYQoqmkyU5fR7eBHPa,10.1.199.249,49798,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,789,515,5,568,456,2
1595272123,CxkTuPVFO7ZipiihqSMIXN7,10.1.199.5,35257,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,5,488,214,5,513,401,2
1595272110,COt2kcLswx4h2Rs1biDlfde,10.1.196.27,41300,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271819,CLhhPgcBARQaz1eVEbgxGYg,10.1.199.36,58970,74:ea:c8:28:14:01,192.168.255.8,80,00:1b:78:be:5c:40,http,1,74,0,1,0,0,0
1595272102,C5NK44wgC4Y5po4KMjsZCHd,10.1.199.248,59048,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,51658,20442,578,2299331,2202181,1799
1595271814,CNoKljo2RMAj4rZMRUcUJz6,10.1.199.30,32996,74:ea:c8:28:14:01,192.168.255.9,80,00:1e:0b:ce:6e:f0,http,1,74,0,1,0,0,0
1595272135,CzZ1v3Qx2CzkPgaFH0LS27j,10.1.196.27,53209,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1506,1370,2
1595272100,CQA0q9ohdLcjoS4mMhDMh6f,10.1.199.248,41645,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,758,484,5,692,580,2
1595272123,CSEvY1QzPlVgnGKcRLeA5z5,10.1.199.5,59034,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1024,264,14,1792,1518,5
1595272118,CHOX0MlrErkgUDL6KkJmIxa,10.1.199.248,65388,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2185,561,30,100215,96161,75
1595272110,C8w62GA3yfp7EVryHwWDrbd,10.1.196.27,36258,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272111,CheRFLjcsT63ctLzXSO6IDa,10.1.196.27,42054,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,647,511,2
1595272123,CPQ1AMbmMpc1wjPxLu5VRBk,10.1.196.27,52338,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,70,0,1
1595272124,COkUj7pTPxBaGIYJM6caQ2g,10.1.196.27,38716,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,743,177,9,889,753,2
1595272111,CvURVhF8UZd4RbG0ijw3uTf,10.1.196.27,38903,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,684,172,8,882,746,2
1595272104,CAlvyiSLpZ81vIUnH1qc4D4,10.1.199.6,2168,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1334,574,14,2828,2554,5
1595272099,CVeLhcHyNq31SYEHuNV9ECd,27.226.131.196,5590,74:ea:c8:28:14:01,10.1.193.19,8000,08:94:ef:1d:78:c3,http,4,206,0,3,140,0,2
1595272100,C6OiBIqeUlRjFyprVPLtC6j,10.1.199.6,34107,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,819,545,5,568,456,2
1595272111,CCNMIHMrXuGbhSMwrUoTASc,10.1.199.6,52006,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,885,287,11,112,0,2
1595272131,CcjzixTMTPg73w46KUxqTv2,10.1.199.6,54967,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1035,599,8,1093,873,4
1595271806,C47cRC8oDK8kkz6DFor7QHg,10.1.199.29,53930,74:ea:c8:28:14:01,192.168.255.185,80,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272111,CqDMXwGElk2f42fVfdQE40k,10.1.196.27,37642,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,684,172,8,858,722,2
1595272003,CMcEDqw98gsfQcspoL3VzZe,117.159.2.2,58412,74:ea:c8:28:14:01,10.1.193.44,80,e4:1f:13:bd:95:86,http,4,789,453,6,329,159,3
1595272119,CcM2aXLLIXFE86bkEtx5Z7,10.1.199.5,32926,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1073,259,15,1620,1346,5
1595272104,CqJ2VZbT9SPbK1TcQ4Erea4,10.1.199.248,2179,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2057,433,30,102470,98416,75
1595272109,CR5iYOFi8cddVGuin8l06ib,10.1.199.248,21383,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2509,1047,27,77909,74665,60
1595272123,CFYKNnjQmosawnaxAVXeJCk,10.1.196.27,50337,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272129,C62Te8fflAq3X4JmlxOYm56,10.1.199.30,57571,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,272,0,4,210,0,3
1595272124,CYKqCORrSSo2WgvCp6CS5L2,10.1.196.27,39919,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271817,C5lmsECtFTF2g2fxOOmfmZ6,10.1.199.30,33161,74:ea:c8:28:14:01,192.168.255.9,80,00:1e:0b:ce:6e:f0,http,1,74,0,1,0,0,0
1595272110,CuZHjs8JtgH6De1puAqHj1j,10.1.196.27,49538,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272124,CBAFCO83j48dTnANr2J8aLi,10.1.196.27,60493,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,804,184,10,70,0,1
1595272136,CrEd5whZ9GqhY6LIPtMMBja,10.1.196.27,51263,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272124,ChplueznlYMc6V42dUX3R11,10.1.196.27,47102,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272122,CDefg7NnT587VvTunoKkbZf,10.1.196.27,34783,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272109,CL9LLd5JGNYjk2k1ZOhnXZ,10.1.196.27,45367,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272122,CnqnPJOKTgi2ZDJkkNaJJNk,10.1.196.27,41035,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,678,166,8,238,102,2
1595272136,CXRLSR0i20IhAmDIaman4p9,10.1.196.27,49321,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272111,Ch2cmT02939bfBJa2ED32m5,10.1.196.27,39427,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,683,171,8,668,532,2
1595272111,CQUP32MJtnY6l8Jj6vgVHZd,10.1.196.27,53322,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,851,715,2
1595272125,CmPgIsznnmi7q5lBkJFSyel,10.1.196.27,32954,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,629,171,7,1512,1376,2
1595272136,CNNCaJkf0LmfXnw3mr8R7oh,10.1.196.27,42219,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,707,195,8,70,0,1
1595272123,CgFeRDe5y5I76IeFc0txdz6,10.1.196.27,41055,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1467,1331,2
1595272123,CRCajCeYOzDbqKMqQiDVfj1,10.1.196.27,58944,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,799,179,10,70,0,1
1595272122,CFF1zB93hV5jE34gCE6HgCk,10.1.196.27,39481,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272125,CprmM8HwmoT6Sid1vNbUc12,10.1.196.27,57472,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,571,167,6,70,0,1
1595272100,CiwcHClBKMZcBok0SZwtgE2,10.1.199.249,40807,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,759,485,5,692,580,2
1595272122,CLMK1EpY8yHfnjj9tIKyIei,10.1.196.27,59389,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272117,CuTsCXrRPAbllH62jeAvST4,10.1.199.6,6481,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1424,394,19,3458,2968,9
1595272112,CqMhszuQRpz9OUtnPhdsQs1,192.168.128.252,6633,74:ea:c8:28:14:01,192.168.128.163,51667,38:ad:be:98:15:34,unknown,3,121024,107164,210,10558,64,159
1595272131,CgOgT5WO2FecDBDLocgV4P9,10.1.199.6,44032,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,813,377,8,541,375,3
1595272136,CsAWUD1aHT9hiNEzUjmEk05,10.1.199.6,3678,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1000,294,13,58,0,1
1595272127,CkjaSrk2WpC7tYk27TAkxn2,10.1.199.6,47152,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,591,317,5,764,544,4
1595272113,ChhQSdRf5M6iQJjbkYhn0U,10.1.199.6,36154,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2102,262,34,864,644,4
1595272104,CUxh1L1CFQSfEyIEbMoTbi8,10.1.199.248,2181,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2007,437,29,101465,97465,74
1595272125,CuHrPwz2wMT350oB06r9Pf2,121.10.254.33,64891,74:ea:c8:28:14:01,192.168.255.201,8010,00:23:7d:26:40:10,http,5,1034,752,5,870,696,3
1595272081,Cnyf8j0Gt5r6fPpaNFFmss5,73.111.161.23,80,74:ea:c8:28:14:01,10.1.193.20,80,ac:16:2d:7a:aa:b4,http,5,216,0,4,402,0,7
1595272113,CpZcqTklYaJgOOag4WZ4KS5,10.1.199.5,34164,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1025,265,14,2100,1826,5
1595271817,CEvwIrfp3SKihM8uxPAhQH6,10.1.199.36,58900,74:ea:c8:28:14:01,192.168.255.8,80,00:1b:78:be:5c:40,http,1,74,0,1,0,0,0
1595272103,COj0jbkGMCb7O1ircjrq9Uh,10.1.199.30,56747,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,356,18,5,696,420,4
1595272119,CZe8OmnQSoZ8d96SfFx2P4d,10.1.195.253,44583,00:00:00:00:00:00,10.1.191.253,1337,74:ea:c8:28:14:01,unknown,3,0,0,0,627,207,6
1595272111,CmdXPYLe2qYfFgTNFYHCj4,10.1.196.27,60218,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272016,ChjOdGYCBgVapwrwbB3IOi4,10.1.199.249,6117,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,11836,3974,145,29659,26495,58
1595272133,CsGv8vd6fBn4cZMW4H7C981,121.10.254.33,64896,74:ea:c8:28:14:01,192.168.255.201,8010,00:23:7d:26:40:10,http,5,1034,752,5,870,696,3
1595272125,Cfs6S06GfMMq4caAs1Oe1f,10.1.196.27,36456,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272119,CzZaaXprEI51treAT5zJ8e,10.1.199.249,55454,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1129,261,16,390,170,4
1595272122,C3SAeWhNnEKfI2k83kwZPC,10.1.196.27,43542,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1434,1298,2
1595272110,CSyUrpkqDUpeWM0E21FZUO1,10.1.196.27,42684,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,628,170,7,1243,1107,2
1595272123,CVYH34G1xz8jTNbKvtS8ujf,10.1.196.27,36183,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,1021,885,2
1595271817,ChiuwP3UAEL7gxBJxIZhRTe,10.1.199.29,54260,74:ea:c8:28:14:01,192.168.255.185,80,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272122,Ca1hCQIjzaQ9XQ2HuX0w5U5,10.1.196.27,39395,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,797,177,10,70,0,1
1595272124,CQaW4JyLU7w2DIlVP980Q5j,10.1.196.27,34447,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,577,173,6,725,457,4
1595272111,CgaD3oaIeDwlK9W84yINNqg,10.1.196.27,39956,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272124,CGfTuBhu8Qm9fkRVBF5g3jl,10.1.196.27,39256,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272122,Cmw4d8yy0Ul9Ht6zBOL63w3,10.1.196.27,56289,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272121,CSKWaAMMEqgbXnlnLt3uJ0k,10.1.199.248,33985,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,8883,293,159,3808,3426,7
1595272123,CER24v7PFHQgGZv1NcxWyij,10.1.199.248,45079,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1642,396,23,5348,4750,11
1595272110,CLvJRksrqU3fHJ9KxYn5pe7,10.1.199.248,54488,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,654,380,5,640,420,4
